experiment,platform,case,design,sampler,seed,sample_index,sample_kind,zmconv_c0_lnd,zmconv_c0_lnd_numeric,zmconv_c0_ocn,zmconv_c0_ocn_numeric,cldfrc_dp1,cldfrc_dp1_numeric,zmconv_dmpdz,zmconv_dmpdz_numeric,zmconv_ke,zmconv_ke_numeric,zmconv_alfa,zmconv_alfa_numeric,zmconv_tau,zmconv_tau_numeric,ice_sed_ai,ice_sed_ai_numeric,cldfrc2m_rhmaxi,cldfrc2m_rhmaxi_numeric,clubb_gamma_coef,clubb_gamma_coef_numeric,clubb_C8,clubb_C8_numeric,clubb_beta,clubb_beta_numeric,clubb_C2rt,clubb_C2rt_numeric,clubb_c_K10,clubb_c_K10_numeric,clubb_C1,clubb_C1_numeric,clubb_C6rt,clubb_C6rt_numeric,effgw_oro,effgw_oro_numeric
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_010,digitalnetb2,QMCPy DigitalNetB2,20260428,10,digitalnetb2,0.002652947,0.0026529469650004647,0.0042931084,0.00429310836915673,0.051918636D0,0.05191863643976406,-8.90856525e-04,-0.0008908565250177365,3.07982494E-06,3.0798249397905287e-06,0.4000428D0,0.40004280372111994,13137,13137.00040734844,1151.9352,1151.935155400904,1.0817971D0,1.0817971413750211,0.30356277,0.3035627723638563,7.8733751,7.873375149416068,1.7175326,1.7175326371942259,1.5686933D0,1.5686932531675561,0.60873097,0.6087309728635308,4.6070064,4.607006379921954,3.5281557,3.528155664159321,0.2650706,0.2650706019979308
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_011,digitalnetb2,QMCPy DigitalNetB2,20260428,11,digitalnetb2,0.0049384915,0.004938491490157609,0.0012571317,0.00125713167897525,0.072042385D0,0.07204238532077395,-1.68818641e-03,-0.0016881864098206635,9.13047044E-06,9.130470439684354e-06,0.093614485D0,0.09361448476565833,3766.9617,3766.9616737979804,369.01174,369.01174010810894,1.0146339D0,1.0146339096274735,0.22621669,0.2262166877619331,4.4320707,4.432070735210091,2.6350724,2.6350724019669824,0.81571577D0,0.8157157718041042,1.1423519,1.1423518835713313,1.0186904,1.0186904076830694,6.0455026,6.045502640608577,0.12070841,0.12070840688035454
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_012,digitalnetb2,QMCPy DigitalNetB2,20260428,12,digitalnetb2,0.0021914835,0.0021914834752764026,0.0049621423,0.004962142309130192,0.066713053D0,0.06671305315719143,-1.51286237e-03,-0.0015128623704099128,8.17175819E-07,8.171758194040564e-07,0.37164298D0,0.37164298151873626,10387.362,10387.362235923847,688.43168,688.4316798583859,1.032377D0,1.032377017060078,0.29083296,0.2908329648655512,3.3096907,3.3096906774758637,1.1161192,1.1161191983018892,1.6314503D0,1.6314503379480043,0.98947978,0.9894797832661224,3.8219043,3.821904334283015,7.2967194,7.296719405927776,0.34967487,0.3496748738035816
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_013,digitalnetb2,QMCPy DigitalNetB2,20260428,13,digitalnetb2,0.0041254658,0.004125465803895393,0.003176342,0.0031763419686983885,0.046818797D0,0.046818796664779214,-1.08794091e-04,-0.00010879409116731236,6.64528963E-06,6.64528962530922e-06,0.12537091D0,0.125370912290032,7305.061,7305.0609716102545,963.77923,963.779226813304,1.0652137D0,1.065213701911161,0.36349479,0.3634947948235582,6.0016819,6.001681860304588,2.0336589,2.033658864123441,0.89028782D0,0.8902878189814688,0.73710877,0.7371087651516779,2.3037788,2.3037788075549948,4.7792757,4.7792757193283,0.18493186,0.18493185999485456
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_014,digitalnetb2,QMCPy DigitalNetB2,20260428,14,digitalnetb2,0.0032079826,0.0032079825685237713,0.001700886,0.001700886048475923,0.033565366D0,0.03356536578509097,-7.35967191e-04,-0.0007359671906759055,5.16523934E-06,5.1652393361161855e-06,0.58782383D0,0.5878238254210533,2625.4777,2625.4777180801584,521.35817,521.3581675700358,1.0118651D0,1.0118651119821225,0.17208807,0.17208807427605893,4.0787647,4.078764659152727,1.9582107,1.9582106925002911,0.64023281D0,0.6402328114147411,0.4217954,0.42179540294623086,4.114752,4.114751976820532,3.9320472,3.9320471584781598,0.31026553,0.31026552774280547
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_015,digitalnetb2,QMCPy DigitalNetB2,20260428,15,digitalnetb2,0.0056102434,0.005610243367632138,0.0036235628,0.0036235628042526153,0.093674466D0,0.09367446604060488,-1.84234825e-03,-0.0018423482487372061,8.24226738E-06,8.242267381610085e-06,0.2153291D0,0.2153291025543695,12106.322,12106.322472794427,1329.7804,1329.7804135231818,1.0915268D0,1.0915268108476894,0.49473893,0.4947389347677891,6.6389766,6.63897656633211,2.8766084,2.876608436333172,1.3696798D0,1.3696797983976903,0.84470159,0.8447015887253762,1.5109293,1.510929261361052,6.4249974,6.424997395477115,0.15402927,0.15402926931931388
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_016,digitalnetb2,QMCPy DigitalNetB2,20260428,16,digitalnetb2,0.0012146682,0.0012146682295273241,0.0020698429,0.00206984293543026,0.061264702D0,0.06126470217870768,-2.04974790e-04,-0.00020497479038592893,3.31928107E-06,3.319281069272132e-06,0.15547198D0,0.15547198329739742,9045.1421,9045.142103591257,429.09428,429.0942753619248,1.0980659D0,1.098065852864266,0.47595615,0.4759561483917424,5.3721861,5.372186082182125,1.9362526,1.9362526171313585,1.6727765D0,1.6727765437691449,0.45403989,0.45403989466114875,4.995237,4.995236983795474,7.4500792,7.4500791963476924,0.12885735,0.12885734657150577
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_017,digitalnetb2,QMCPy DigitalNetB2,20260428,17,digitalnetb2,0.0039683432,0.003968343151087087,0.0038802149,0.0038802149277618668,0.041453453D0,0.041453453345140556,-1.41618972e-03,-0.001416189721843222,9.06959805E-06,9.06959804625399e-06,0.341571D0,0.34157099733689783,5864.3072,5864.307211909087,1221.307,1221.307044394685,1.0059029D0,1.0059028998641883,0.15329766,0.15329765831355815,2.4391879,2.439187891697561,2.9786741,2.978674096253724,0.94323799D0,0.9432379943111767,0.81893902,0.8189390238954124,1.3805538,1.3805538412842455,4.9382252,4.938225196373392,0.25692169,0.2569216886562366
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_018,digitalnetb2,QMCPy DigitalNetB2,20260428,18,digitalnetb2,0.0023855577,0.0023855577137179814,0.0053744341,0.005374434081075971,0.038163917D0,0.03816391665851783,-1.80545512e-03,-0.0018054551215387106,2.82914750E-06,2.8291474986584697e-06,0.25402837D0,0.2540283655661002,4042.3911,4042.3911458045977,776.76523,776.7652296351548,1.0717546D0,1.071754637836674,0.35720438,0.35720437942559247,7.2662694,7.266269362368968,1.0287318,1.0287317928269153,0.68055193D0,0.6805519297308242,1.0221646,1.0221645879828427,3.1945788,3.1945787609111336,3.4612259,3.4612259193366386,0.24881213,0.24881213309605488
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_019,digitalnetb2,QMCPy DigitalNetB2,20260428,19,digitalnetb2,0.0052962509,0.005296250919667297,0.0033884385,0.003388438504089244,0.098346259D0,0.09834625924586377,-7.73408439e-04,-0.0007734084386438148,5.98622040E-06,5.986220397643705e-06,0.54916257D0,0.5491625660901612,13424.702,13424.702273058429,1068.4584,1068.4584469885606,1.026419D0,1.0264190145721155,0.28455018,0.28455017867005167,4.9514704,4.951470438192505,2.0722478,2.072247842568272,1.421806D0,1.4218060112597761,0.71178479,0.71178479356991,2.6812101,2.681210145609862,5.9585094,5.958509376466819,0.36665382,0.36665382098619326
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_020,digitalnetb2,QMCPy DigitalNetB2,20260428,20,digitalnetb2,0.0019240945,0.0019240945268327722,0.0047060107,0.004706010716433599,0.082899223D0,0.0828992228699095,-4.64434353e-04,-0.0004644343530348879,4.79705525E-06,4.797055250134163e-06,0.27705755D0,0.27705755272013194,6801.991,6801.991025669788,1371.4666,1371.466630518686,1.0203935D0,1.020393512148701,0.24527566,0.24527565820834352,3.0730037,3.0730036780996315,1.6770508,1.6770508091787355,1.119133D0,1.1191329978572513,0.63273572,0.6327357217335035,4.471733,4.471732991872855,7.2073205,7.207320477189923,0.1459181,0.14591810361770136
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_021,digitalnetb2,QMCPy DigitalNetB2,20260428,21,digitalnetb2,0.0044832249,0.004483224930557136,0.0014698386,0.001469838640176276,0.023102623D0,0.023102622588489868,-1.15693037e-03,-0.0011569303680897956,8.77048229E-06,8.77048228696578e-06,0.529223D0,0.5292230030052161,9872.0274,9872.027406465071,605.02506,605.0250627531647,1.075058D0,1.0750579722913327,0.32261411,0.3226141136077102,6.1385807,6.138580677054566,2.7205668,2.720566838196346,1.8720189D0,1.8720189139517185,1.1118652,1.111865194398813,1.9040431,1.9040431033470635,4.7100977,4.710097666489482,0.31837668,0.3183766839983293
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_022,digitalnetb2,QMCPy DigitalNetB2,20260428,22,digitalnetb2,0.0029407039,0.0029407038511109706,0.0026504944,0.0026504944320846005,0.057291113D0,0.05729111294526562,-1.72513571e-03,-0.001725135706565576,7.57457784E-07,7.574577844277463e-07,0.063559568D0,0.06355956752909594,12584.299,12584.29863678676,884.46899,884.4689884684635,1.0470831D0,1.0470831331833694,0.11402008,0.11402008313667912,3.5608799,3.560879851061017,1.2720874,1.27208737818411,1.6212773D0,1.6212772633218049,0.94731011,0.9473101107661022,3.717946,3.7179459601739917,3.6871993,3.687199318580439,0.17652686,0.1765268582962744
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_023,digitalnetb2,QMCPy DigitalNetB2,20260428,23,digitalnetb2,0.005967816,0.005967815969317734,0.0057107282,0.005710728221639781,0.077497869D0,0.07749786948512066,-8.53471443e-04,-0.0008534714432775435,6.87896136E-06,6.87896135774992e-06,0.43012733D0,0.4301273312956043,3115.9185,3115.91853651823,634.69637,634.6963738042307,1.0549203D0,1.0549202875138293,0.44136894,0.4413689372875761,7.2445646,7.2445646086417685,2.3145088,2.314508818425577,0.85667582D0,0.8566758152439424,0.30116066,0.3011606595746739,2.1578282,2.157828231512284,6.1991497,6.199149728035677,0.35807985,0.358079848174816
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_024,digitalnetb2,QMCPy DigitalNetB2,20260428,24,digitalnetb2,0.001341492,0.0013414919903697883,0.0056616804,0.005661680366974512,0.049931082D0,0.04993108246531602,-5.81276597e-04,-0.0005812765967628606,7.82153158E-06,7.821531581565467e-06,0.10788479D0,0.10788478799852869,4947.6037,4947.603713481334,826.24214,826.2421429586791,1.0680746D0,1.0680746215602228,0.14872345,0.14872345461165687,5.7131223,5.713122292270476,1.5480132,1.5480131952504061,1.2773439D0,1.2773439203529384,0.77873782,0.7787378227901318,2.4835504,2.483550436691896,3.2909952,3.290995172833375,0.33794872,0.33794872010229193
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_025,digitalnetb2,QMCPy DigitalNetB2,20260428,25,digitalnetb2,0.0037437666,0.0037437666435744163,0.0024670357,0.002467035743348786,0.069820761D0,0.06982076148455962,-1.99752083e-03,-0.001997520825262321,4.37310853E-06,4.373108533146161e-06,0.42020648D0,0.4202064759901566,14317.706,14317.706280672593,1085.1191,1085.1191037595502,1.0352868D0,1.0352867840641806,0.42137584,0.4213758435026367,2.0748371,2.074837064249878,2.5993455,2.5993455296602437,0.54194421D0,0.5419442061689443,0.47017418,0.47017417714144183,3.8921789,3.892178906138642,5.7736302,5.7736302310175684,0.20134594,0.2013459401254676
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_026,digitalnetb2,QMCPy DigitalNetB2,20260428,26,digitalnetb2,0.0028250643,0.00282506434908045,0.0011479827,0.0011479827107862407,0.090571751D0,0.09057175094289543,-1.37067796e-03,-0.0013706779628036743,7.04756361E-06,7.04756361094563e-06,0.30151589D0,0.30151588935780116,8164.4443,8164.444285508371,412.94657,412.9465661669687,1.0886598D0,1.0886597822771078,0.21746911,0.21746911037500108,7.6540929,7.654092910575459,1.3935261,1.3935261151520157,0.98261167D0,0.9826116717570984,0.6887806,0.6887806042388385,1.7060818,1.7060817555113517,7.8952733,7.895273264731924,0.30324611,0.3032461144231354
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_027,digitalnetb2,QMCPy DigitalNetB2,20260428,27,digitalnetb2,0.0047590319,0.004759031919783724,0.004166698,0.004166697993063149,0.030467228D0,0.030467228190827783,-2.50496514e-04,-0.0002504965144509328,1.59094898E-06,1.5909489791897457e-06,0.47042742D0,0.4704274236134041,4996.0102,4996.010208763626,1172.3426,1172.342574058057,1.0089492D0,1.0089492476137227,0.34012941,0.34012941250419343,4.5401865,4.540186496172204,2.4437563,2.443756250015811,1.7297276D0,1.7297276332213016,1.0553792,1.0553792030020859,4.1696457,4.169645668877106,5.3883021,5.388302115537652,0.15636046,0.15636046465912964
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_028,digitalnetb2,QMCPy DigitalNetB2,20260428,28,digitalnetb2,0.0020316447,0.0020316447228817406,0.0029888577,0.0029888576758939026,0.02579656D0,0.02579655970577773,-1.04927255e-03,-0.0010492725469800452,9.90613711E-06,9.906137109741952e-06,0.19241492D0,0.19241492477698263,11711.58,11711.580014469804,999.57503,999.5750314064398,1.03808D0,1.03807998999778,0.38014852,0.3801485230374565,3.4125208,3.4125208221560994,1.8074935,1.807493475986151,0.71770331D0,0.717703311160492,1.1906803,1.1906802591366075,2.9914142,2.991414161905558,4.139222,4.139222046044118,0.38680606,0.38680605919600464
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_029,digitalnetb2,QMCPy DigitalNetB2,20260428,29,digitalnetb2,0.0043171751,0.004317175096974395,0.0047577398,0.004757739771613877,0.08567159D0,0.08567159017403798,-1.52931739e-03,-0.0015293173898847288,3.48455417E-06,3.4845541719725725e-06,0.57617021D0,0.5761702093055776,2230.7991,2230.799093396514,716.97815,716.9781512659123,1.0583694D0,1.0583693719242948,0.25280396,0.2528039604902389,5.7756489,5.775648915551476,2.8577236,2.8577236311080316,1.4764475D0,1.4764475308869145,0.54283134,0.5428313386257431,3.3842994,3.384299378298219,6.6462896,6.646289606773649,0.2239731,0.22397310342000895
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_030,digitalnetb2,QMCPy DigitalNetB2,20260428,30,digitalnetb2,0.0033605736,0.003360573556862104,0.0037522596,0.0037522596185738184,0.073944552D0,0.07394455199292889,-1.19877287e-03,-0.0011987728650861445,5.55661498E-06,5.556614984133578e-06,0.14810043D0,0.14810042637806015,7699.4167,7699.416658334322,1289.6978,1289.697796660365,1.0178733D0,1.01787325921132,0.461398,0.4613980027876957,3.9471928,3.9471927805879017,1.1494648,1.1494648109179488,1.9286024D0,1.928602362050339,0.39805164,0.39805164238906443,1.1983243,1.1983243053793258,7.024768,7.02476801926697,0.27211355,0.27211354786010405
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_031,digitalnetb2,QMCPy DigitalNetB2,20260428,31,digitalnetb2,0.005489411,0.005489411012255304,0.0018077438,0.0018077438100657305,0.053815615D0,0.05381561528718795,-4.22665242e-04,-0.00042266524214790114,1.88555609E-06,1.8855560881990283e-06,0.38307836D0,0.383078364608665,10781.662,10781.661593324847,490.43147,490.4314666525214,1.0850853D0,1.0850853143818278,0.18405526,0.18405525597073297,6.8347913,6.834791285388365,2.2007972,2.200797184674346,1.1581419D0,1.1581418949563322,0.87536497,0.8753649660805833,4.6773873,4.677387331174165,4.5421936,4.542193610114806,0.11835253,0.11835253361096933
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_032,digitalnetb2,QMCPy DigitalNetB2,20260428,32,digitalnetb2,0.0011295105,0.001129510477114418,0.0034932969,0.0034932968675774508,0.053304884D0,0.05330488381201179,-1.46828725e-03,-0.00146828724534994,4.94835229E-06,4.948352290397608e-06,0.51170647D0,0.5117064703453454,3447.6934,3447.6933747614958,1361.2722,1361.2722425176148,1.0433983D0,1.0433983406580256,0.4894145,0.4894145047327201,7.1503235,7.150323492145705,2.4797524,2.4797523565699224,1.437801D0,1.437801039979798,1.1447933,1.1447933056835768,2.3374874,2.3374873939851177,7.7358083,7.735808340731288,0.14698894,0.14698893638397426
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_033,digitalnetb2,QMCPy DigitalNetB2,20260428,33,digitalnetb2,0.0040400553,0.004040055286561478,0.0052597236,0.005259723628609031,0.073195783D0,0.0731957833818788,-1.53165386e-04,-0.00015316538605818024,8.61918528E-06,8.619185281469946e-06,0.25684067D0,0.2568406688216271,12866.991,12866.990656449236,553.67886,553.6788649383072,1.0605612D0,1.0605611856555823,0.16831823,0.16831822876169467,3.6614181,3.661418073633688,1.4373349,1.4373349095986387,0.70835342D0,0.7083534152699591,0.55313637,0.5531363689792912,3.7882339,3.788233921047758,5.2385813,5.238581348242846,0.31261765,0.3126176516225442
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_034,digitalnetb2,QMCPy DigitalNetB2,20260428,34,digitalnetb2,0.0024585108,0.0024585108180443507,0.0039411376,0.003941137591445425,0.08640712D0,0.08640711995966405,-7.21311382e-04,-0.0007213113824252341,6.07322659E-07,6.073226593452584e-07,0.44752535D0,0.4475253504663802,9663.9701,9663.970105697552,931.57043,931.5704294017762,1.0139236D0,1.013923598713002,0.37066246,0.37066246123667157,6.2406953,6.240695320698824,2.5708883,2.570888278182089,1.1971322D0,1.1971322011203536,0.38065707,0.38065707092805223,1.5993292,1.5993291643223229,3.1217929,3.121792929491554,0.19197205,0.19197204717347388
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_035,digitalnetb2,QMCPy DigitalNetB2,20260428,35,digitalnetb2,0.0052123341,0.00521233413581533,0.0019990873,0.001999087256236108,0.026301377D0,0.02630137664998835,-1.85726409e-03,-0.0018572640869419373,7.02909645E-06,7.029096447926536e-06,0.083624362D0,0.08362436245609847,6446.3413,6446.341308543155,657.3086,657.3086028228066,1.0842591D0,1.084259137804533,0.29957105,0.29957104674631907,2.9774093,2.977409300059053,1.5273681,1.5273681366704506,1.9382954D0,1.9382953564140457,0.91427905,0.9142790545181889,4.0263903,4.026390254447183,5.6337416,5.633741560270031,0.3473226,0.34732260409727345
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_036,digitalnetb2,QMCPy DigitalNetB2,20260428,36,digitalnetb2,0.0016845464,0.0016845464412322637,0.0057816411,0.00578164114503701,0.032451611D0,0.032451610584631696,-1.10488904e-03,-0.0011048890424309003,3.46594622E-06,3.4659462177985047e-06,0.35588123D0,0.3558812271242702,12426.898,12426.89791936595,468.13478,468.13478425715397,1.0625503D0,1.0625502659501287,0.23338006,0.2333800641241677,4.8496734,4.849673362987608,2.219429,2.2194289643931384,0.50879066D0,0.5087906551738818,0.76843279,0.7684327859342615,2.8139833,2.813983288208332,6.882679,6.8826790411677745,0.12773101,0.12773100982035454
ARM97_qmc,mac,run_e3sm_scm_ARM97_qmc64_0706_037,digitalnetb2,QMCPy DigitalNetB2,20260428,37,digitalnetb2,0.004711807,0.0047118069571057105,0.0025894144,0.00258941444967397,0.092327862D0,0.09232786190619066,-5.16299959e-04,-0.0005162999589698105,8.92293286E-06,8.922932863098235e-06,0.17244899D0,0.1724489888427394,2896.8742,2896.8742245238022,1252.0082,1252.0082434761275,1.0328859D0,1.0328858885361618,0.31228073,0.31228073321178007,7.3622729,7.362272860536096,1.1759089,1.175908920901382,1.2617688D0,1.261768751907696,0.51606112,0.5160611240917481,3.3117231,3.311723073447328,4.3708244,4.370824435983441,0.26273508,0.26273508060772255
